;link;lyrics;title
241;http://www.metrolyrics.com/my-fault-lyrics-eminem.html;"I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault I went to John's rave with Ron and Dave And met a new wave blonde babe with half of her head shaved A nurse aid who came to get laid and tied up With first aid tape and raped on the first date Susan, an ex-heroin addict who just stopped usin' Who love booze and alternative music Told me she was goin' back into usin' again I said ""Wait, first try this hallucinogen"" ""It's better than heroin, Henn, the booze or the gin"" ""Come here, let's go in here"" ""Who's in the den?"" ""It's me and Kelly!"" ""My bad, let's try another room"" ""I don't trust you!"" ""Shut up slut! Chew up this mushroom"" ""This'll help you get in touch with your roots"" ""We'll get barefoot, buttnaked, and run in the woods"" ""Oh hell, I might as well try 'em, this party is so drag"" ""Oh, dag! I didn't mean for you to eat the whole bag!"" I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault ""I'm sorry!"" I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault ""Yo Sue!"" ""Get away from me! I don't know you!"" ""Oh, shoot!"" ""She's tripping"" ""I need to go puke"" ""I wasn't trying to turn this into something major"" ""I just wanted to make you appreciate nature"" ""Susan, stop crying, I don't hate ya"" ""The world's not against you, I'm sorry your father raped ya"" ""So what you had your little coochie in your dad's mouth"" ""That ain't no reason to start wiggin' and spaz out"" She said ""Help me, I think I'm having a seizure!"" I said ""I'm high too, bitch! Quit grabbing my t-shirt!"" ""Will you calm down? You're starting to scare me"" She said ""I'm 26 years old and I'm not married!"" ""I don't even have any kids and I can't cook!"" ""I'm over here Sue, you're talking to the plant, look"" ""We need to get to a hospital 'fore it's too late"" ""'Cause I've never seen no one eat as many 'shrooms as you ate"" I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault ""It was an accident!"" I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault ""Susan! Where you going, you better be careful"" ""Leave me alone dad, I'm sick of getting my hair pulled!"" ""I'm not your dad, quit trying to swallow your tongue"" ""Want some gum? Put down the scissors before you do something dumb"" ""I'll be right back, just chill, baby, please?"" ""I gotta go find Dave, he's the one who gave me these"" ""John! Where's Dave at before I bash you"" ""He's in the bathroom, I think he's taking a crap, dude"" ""Dave! Pull up your pants, we need an ambulance"" ""There's a girl upstairs talking to plants, chopping her hair off"" ""And there's only two days left of spring break, how long does it take for these things to wear off?"" ""Well, it depends on how many you had"" ""I took three, she eat the other twentytwo caps"" ""Now she's upstairs crying out her eyeballs, drinking Lysol"" ""She's gonna die, dude!"" ""I know! And it's my fault!"" I never meant to give you mushrooms girl I never meant to bring you to my world ""I'm sorry!"" But now you're sitting in the corner crying And now it's my fault, my fault ""What did I do?!"" I never meant to give you mushrooms girl I never meant to bring you to my world But now you're sitting in the corner crying And now it's my fault, my fault My God, I'm so sorry! I'm so sorry! Susan, please wake up! Please! Please wake up! What are you doing?! You're not dead! You're not dead! I know you're not dead... Wake up... Susan, wake up... Oh my God...";Eminem - My Fault
242;http://www.metrolyrics.com/my-mom-lyrics-eminem.html;Yo yo, alright, i'm gonna lay the first Here we go now. My mom loved valium and lots of drugs And that's why I am like I am cause I'm like her Because my mom loved valium and lots of drugs That's why I on what I on cause I'm my mom. My mom my mom I know you're probably tired of hearing about my mom Oh ho! Whoa ho! But this is just a story of when I was just a shorty and how I became hooked on va-al-ya-hum Valium was in everything food that I ate, The water that I drank fucking peas on my plate, She sprinkled just enough of it to season my steak, So everyday I have at least three stomach aches, Now tell me what kind of mother would want to see her Son grow up to be an under a undera-fuckin-chiever, My teacher didn't think I was going be nothing either, What the fuck you sticking gum up under the fucking seat for? Mrs. Mathers your son has been huffing ether, Either that or the mother fuckers been puffing reefer, But all this huffing and puffing wasn't what it was either, It was neither I was buzzing but it wasn't what she thought, Pee in a tea cup? Bitch you aint my keeper, i'm sleeping, What the fuck you keep on fucking with me for? Slut you need to leave me the fuck alone I aint playing, Go find you a white crayon and color a fucking zebra. My mom love Valium and lots of drugs, That why I am like I am cause I'm like her, Because my mom love Valium and lots of drugs, That why I'm on what I'm on cause I'm my mom. Wait a minute this aint dinner this is paint thinner, You ate it yesterday I aint hear no complaints did I? Now here's a plate full of pain killers now just wait till I crush the Valium and put it in your potatoes you little mother fucker ill make you sit there and make that retarded fucking face without even tasting it, you better lick the fucking plate you aint wasting it, Put your face in it before I throw you in the basement again, And I aint giving in, your gonna just sit there in one fucking place spinning again till next thanksgiving and if you still aint finished it I use the same shit again then when I make spinach dip it will be placed into shit, you little shit want to sit there and play innocent, A rack fell and hit me at k mart and they witnessed it, child support, your father he aint sent us shit and so what if he did that aint none of your dang business kid. My mom there's no one else quite like my mom I know I should let bygones be bygones But she's the reason why I am high what I'm high on cause. My mom love Valium and lots of drugs, That why I am like I am cause I'm like her, Because my mom love Valium and lots of drugs, That why I'm on what I'm on cause I'm my mom. My mom loved Valium now all I am Is a party animal, I am what I am But I'm strong to be finished wit' me val-ium spinach But my buzz only lasts about two minutes But I don't wanna swallow it without chew'in it I can't even write a rhyme without you in it My Valium, my vaaa-eh-elll-liummmmm maaaaaaannnnnnnnnnnnnn. Man I never though that I could ever be A drug addict nah, fuck that I can't have it happen to me But that's actually what has ended up happenin, a tragedy I'm fuckin passin it up catchin me And it's probably where I got acquainted with the taste ain't it? Pharmaceuticals are the bomb mom, beautiful She killed the fuckin dog with the medicine she done fed it Feed it a fuckin aspirin and say that it has a headache Here want a snack, you hungry you fuckin rat Look at that, it's a Xanax, take it and take a nap Eat it, but I don't need it, well fuck it then break it up Take a little piece and beat it before you wake Nathan up all right Ma you win, I don't feel like arguein I'll do it, pop it gobble it and start wobblin Stumble hobble tumble slip drip then I fall in bed With a bottle of meds and a Heath Ledger bobblehead. My mom love Valium and lots of drugs, That why I am like I am cause I'm like her, Because my mom love Valium and lots of drugs, That why I'm on what I'm on cause I'm my mom. My mom i'm just like her My mom my mom my mom My mom my mom my mom, my mom, my momma Meh mommeh, eh likah momma. Ha ha, sorry mom, still love you though Dr. dre 2010, hey this shit is hella hard homie Yo take us on outta here.;Eminem - My Mom
243;http://www.metrolyrics.com/my-name-is-lyrics-eminem.html;"Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is What? My name is Chika-chika Slim Shady Hi! My name is What? Excuse me Can I have the attention of the class For one second Hi kids! Do you like violence? Wanna see me stick Nine inch Nails, through each one of my eyelids? Wanna copy me and do exactly like I did? Try acid and get fucked up worse that my life is? My brain's dead weight, I'm tryin' to get my head straight But I can't figure out which Spice Girl I want to impregnate And Dr. Dre said ""Slim Shady you a base-head!"" Uh-uh! ""So why's your face red? Man you wasted!"" Well since age twelve, I've felt like I'm someone else 'Cause I hung my original self from the top bunk with a belt Got pissed off and ripped Pamela Lee's tits off And smacked her so hard I knocked her clothes backwards like Kris Kross I smoke a fat pound of grass and fall on my ass, faster than a fat bitch Who sat down too fast Come here, slut! ""Shady, wait a minute, that's my girl, dawg!"" I don't give a fuck, God sent me to piss the world off! Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is What? My name is Chika-chika Slim Shady Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is What? My name is Chika-chika Slim Shady My English teacher wanted to flunk me in Junior High Thanks a lot, next semester I'll be thirty five I smacked him in his face with an eraser Chased him with a stapler Stapled his nuts to a stack of papers Walked in the strip club, had my jacket zipped up Flashed the bartender, then stuck my dick in the tip cup Extraterrestrial, running over pedestrians in a space ship While they screamin' at me ""Let's just be friends!"" Ninety-nine percent of my life I was lied to I just found out my mom does more dope than I do I told her I'd grow up to be a famous rapper Make a record about doin' drugs and name it after her You know you blew up when the women rush your stands Try to touch your hands like some screamin' Usher fans This guy at White Castle asked for my autograph So I signed it ""Dear Dave, thanks for the support, asshole!"" Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is Who? My name is Chika-chika Slim Shady Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Stop the tape! This kid needs to be locked away! Dr. Dre, don't just stand there, operate! I'm not ready to leave, it's too scary to die I'll have to be carried inside the cemetery and buried alive Am I comin' or goin'? I can barely decide I just drank a fifth of vodka Dare me to drive? All my life I was very deprived I ain't had a woman in years and my palms are too hairy to hide Clothes ripped like the Incredible Hulk I spit when I talk, I'll fuck anything that walks When I was little I used to get so hungry I would throw fits How you gonna breast feed me, Mom? You ain't got no tits! I lay awake and strap myself in the bed With a bulletproof vest on and shoot myself in the head I'm steamin' mad And by the way when you see my dad? Tell him that I slit his throat, in this dream I had Hi! My name is What? My name is Who? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is What? My name is Chika-chika Slim Shady Hi! My name is Who? My name is Huh? My name is Chika-chika Slim Shady Hi! My name is Huh? My name is Who? My name is Chika-chika Slim Shady";Eminem - My Name Is
244;http://www.metrolyrics.com/my-name-is-real-dirty-lyrics-eminem.html;"Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (What?) My name is... chiki-chiki, Slim Shady Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (What?) My name is... chiki-chiki, Slim Shady Excuse me! Can I have the attention of the class for one second? Hi, kids! Do you like violence? (Yeah-yeah-yeah!) Wanna see me stick Nine Inch Nails through each one of my eyelids? (Uh-huh!) Wanna copy me and do exactly like I did? (Yeah yeah!) Try 'cid and get fucked up worse than my life is? (Huh?) My brain's dead weight, I'm tryin to get my head straight But I can't figure out which Spice Girl I want to impregnate (Umm...) And Dr. Dre said, ""Slim Shady you a basehead!"" Uh-uh! ""Then why's your face red? Man, you wasted!"" Well, since age twelve, I've felt like I'm someone else 'Cause I hung my original self from the top bunk with a belt Got pissed off and ripped Pamela Lee's tits off And smacked her so hard, I knocked her clothes backwards like Kris Kross I smoke a fat pound of grass and fall on my ass Faster than a fat bitch who sat down too fast C'mere slut! (Shady, wait a minute, that's my girl, dawg!) I don't give a fuck, God sent me to piss the world off! Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (What?) My name is... chiki-chiki, Slim Shady Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (What?) My name is... chiki-chiki, Slim Shady My English teacher wanted to flunk me in junior high Thanks a lot, next semester, I'll be thirty-five I smacked him in his face with an eraser Chased him with a stapler, stapled his nuts to a stack of paper (Ow-w-w-w!) Walked in the strip club, had my jacket zipped up Flashed the bartender, then stuck my dick in the tip cup Extra-terrestrial, running over pedestrians In a spaceship, while they're screamin' at me, ""Let's just be friends!"" Ninety-nine percent of my life I was lied to I just found out, my mom does more dope than I do (Damn!) I told her I'd grow up to be a famous rapper Make a record about doin' drugs and name it after her (Oh, thank you!) You know you blew up when the women rush the stands And try to touch your hands like some screamin' Usher fans (Ahh! Ahhhhh!) This guy at White Castle asked for my autograph (Dude, can I get your autograph?) So I signed it: 'Dear Dave, thanks for the support, asshole!' Hi! My name is... (Huh?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Stop the tape! This kid needs to be locked away! (Get him!) Dr. Dre, don't just stand there, operate! I'm not ready to leave, it's too scary to die (Fuck that!) I'll have to be carried inside the cemetery and buried alive (Huh, yup!) Am I comin' or goin'? I can barely decide I just drank a fifth of vodka; dare me to drive? (Go ahead) All my life I was very deprived I ain't had a woman in years and my palms are too hairy to hide (Whoops!) Clothes ripped like the Incredible Hulk (Hahh-too) I spit when I talk, I'll fuck anything that walks (C'mere) When I was little I used to get so hungry I would throw fits How ya gonna breast-feed me, Mom?! You ain't got no tits! (Waah, wahh!) I lay awake and strap myself in the bed Put a bulletproof vest on and shoot myself in the head (Bang!) I'm steamin mad (Arrhh!) And by the way, when you see my dad (Yeah?) Tell him that I slit his throat, in this dream I had Hi! My name is... (What?) My name is... (Who?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (What?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Who?) My name is... (Huh?) My name is... chiki-chiki, Slim Shady Hi! My name is... (Huh?) My name is... (Who?) My name is... chiki-chiki, Slim Shady";Eminem - My Name Is (Real Dirty)
245;http://www.metrolyrics.com/my-words-are-weapons-lyrics-eminem.html;"Y'knahmean shout to Shady Records My man Eminem, D-12, Paul Rosenberg Shout to Jimmy Iovine, Steve Stoute Funk Flex, 60 Minutes of f**kin Funk nigga, Volume FOUR! ONE! My words are weapons I use 'em to crush my opponents My words are weapons I never show no emotion My words are weapons I use 'em to kill whoever's steppin to me My words are like weaponry on a record ----- My words are weapons I use 'em to crush my opponents These words are weapons I never did show no emotion My words are weapons I use 'em to kill whoever's steppin to me My words are like weaponry on a record Yo, the rage I release on a page is like a demon unleashed in a cage Lunatic, soon as I hit the stage My mind is like a f**kin stick of dynamite Onen I get behind the mic it's like the wick is lit you bitches die tonight My nine is like a guidin light at night shinin bright My f**kin grip is tighter than my wife's vagina, psych These cock-suckin cops got my Smith-N-Wesson I guess it's time to pick a different weapon, man the shit's depressin But Swift is getting me a new one for a Christmas present (Swift: ""Come on Slim, let's go and teach this f**kin bitch a lesson"") They managed to confiscate the pistol that I brandish But my plan is to use this bullshit to my advantage Shady stay creative baby hold your head up, don't you let up one bit on these motherf**kin suckers you're a soldier +GET UP+ STAND UP FOR WHAT YOU BELIEVE IN, LONG AS YOU BREATHIN THEY JEALOUS OF YOU MAN THAT'S THE ONLY REASON THEY BEEFIN! [Chorus] [Swifty McVeigh] It's that Dirty Dozen renegade You done pulled the pin out my grenade .38'sll move your shit up out the way You niggas wont forget about McVeigh; you got somethin to say? Let it out today or watch these bullets spray from these ten black fingers huggin these deadly millimeters that'll make Jeff Dahmer's look like he caught a misdemeanor See I'm +Dirty+, so I ain't gotta buy a pistol cleaner An official beater, don't let me see you with yo' heater You gets whipped with it, tell them motherf**kers Swift did it You packin somethin special in your crib then bitch get it I'm physically fitted to run yo' digits, I'm hostile (uh-huh) with this Roscoe pointed up your nostrils You get splitted and guess what, I'm blowin up the hospital and wouldn't give a f**k if you a cop or a hoe I'm Hannibal Lector, the spinal cord disconnector Findin whores to lock 'em up in motels to inject 'em [Chorus] I'm eatin crews like I'm Hannibal There's no way I can be the gay rapper (Eminem: Why not?) I only f**k animals (Oh! Ha-ha) Stupid trick got my dick startin to itch Went to my mother's grave site, called her a stupid bitch One on one in this bloodsport I'm in divorce court, sold my bitch off a pack of Newports (Your honor!) Six times I been arrested; how would you feel if you was a Jehovah witness that always got molested? (It happens) I'm smokin dank drikin drank I can't have any kids cause I'm f**kin shootin blanks! Don't you know Bizarre don't give a f**k?! Nicole's a whore - I'm glad O.J. murdered the slut (uhh!) Responsibility - I'm negligent Bill Clinton's a fag, should be stabbed Let Richard Simmons be the President (ohh HEYY!) Call me a weirdo, call me Bi-zarre while I stick it up yo' ass while you shittin diarrhea [Chorus] Yo!";Eminem - My Words Are Weapons
246;http://www.metrolyrics.com/nail-in-the-coffin-lyrics-eminem.html;This mother-fucker again? Just won't shut up will you, Talkin' bout I owe you, Bitch you owe me, I'm promoting you right now. Lets put the nail in this coffin. I dont wanna be like this I don't really wanna hurt no feelings but I'm only being real when i say nobody wants to hear their grandfather rap (nope) and old men have heart attacks and I don't wanna be responsible for that so put the mic down and walk away You can still have a little bit of dignity I would never claim to be no Ray Benzino an 83 year old, fake Pacino so how can he hold me over some balcony without throwing his lower back out as soon as he goes to lift me please don't, you'll probably fall with me and our asses' will both be history but then again you finally get your wish cause you'll be all over the street like 50 cent fucking punk, pussy, fuck you chump give me a one-on-one see if I don't fuck you up tryin' to jump the ruff ryders and they cut you up and you put Jada on a track, thats how much you suck dick in the industry swear that you in the streets hustling you sit behind a fucking desk at the Source butt kissing and begging muthafuckas for guest appearances and you cant even get the clearance cause real lyricists dont even respect you or take you serious it's not that we dont like you... we hate you period talk about a midlife crisis damn last week you was shakin' obie trices' hand now he's a busta? what the fucks with that get on a track dissing us, kissing 50's ass and askin' me what i know about inditement, bite me! Bitch i got 2 case's and probation, Fight me! what do i know about standing in front of a judge, like a man ready to take whatever sentence he, has what you know about your wife slicing her wrists right in front of the only thing you have in this world, a little girl and i'll put that on her when this is all over i would never try to make her a star, and eat off her i don't shit about no shopping rocks but what you know about hip-hop, shops, rocking spots When you're the only white boy up in that bitch just ripping pressing up your own flyers, and your stickers, sticking them bitches up after spending 6 hours at kinkos making copies of you're covers of cassette singles to sell 'em out of the trunk of your tracer spending your whole pay check on disc makers what you know about being bullied over half your life oh thats right, you should know what thats like, you're half white vanilla ice spill the beans and rice, I'm eating you alive inside, Jesus Christ If you're that much of a gangsta put the mic down you should be out killing muthafuckas right now kill a muthafucka dead, kill him dead bitch shoot him in the fucking head, go ahead bitch slap my mom, slap the fuck out of her she can't sue you, she wouldn't get a buck out of you cause you're broke as fuck, you suck you're a fucking joke, if you was really selling coke well then what the fuck you stop for dummy! if you slew some crack you'd make alot more money than you do from rap you'll never have no security, you'll never be famous you'll never know what it's like to be rich, life's a bitch aint it Rayman, here let me me break this shit down in layman's terms for you just to make sure that you can understand this and cannabis they usin' to many complicated fuckin' words for you here then let me slow it down for you so that you can understand it slower let it go dog its over i don't wanna be like this i don't really wanna hurt-no-feelings but im only being real when i say nobody wants to hear their grandfather rap (uh uh) and old men have heart attacks and i don't wanna be responsible for that so put the mic down and walk away You can still have a little bit of dignity haha, talkin' about i have muthafuckas callin' your crib Bitch, you aint evan got a fucking crib You ain't even got a fucking phone, you fucking bum threatening to, shut me down at your little fucking source magazine if i come back at you or attack you bitch, you attacked me first take it like a man and shut the fuck up And fuck your little magazine to, i don't need your little fucking magazine i got double XL's number anyways, and y'all cant stand it cause they gettin bigger than y'all oh, and by the way how did I look at the VMA's? when you was watchin me, from what ever fuckin' TV you was watching me from in Boston, the mean-streets of Boston fucking sissy Think you gotta us scared up in this mutha fucka suck our mutha fucking dicks oh, and for those that dont know dont get it twisted the Source has a white owner!;Eminem - Nail In The Coffin
247;http://www.metrolyrics.com/need-a-doctor-lyrics-eminem.html;I'm about to lose my mind You've been gone for so long I'm running out of time. I need a doctor Call me a doctor I need a doctor, doctor To bring me back to life. I told the World one day I would pay it back Say it on tape, lay it, record it So that one day I could play it back But I don't even know if I believe it when I'm saying that Doubt's start to creep in, everyday is so gray and black Hope I just need a ray of that Cause no one see's my vision when I play it for em They just say it's wack They don't know what dope is And I don't know if I was awake or asleep when I wrote this All I know is you came to me when I was at my lowest You picked me up, breeding life in me I owe my life to you Before the life of me, I don't see why you don't see like I do But it just dawned on me you lost a son Demons fighting you, it's dark Let me turn on the lights and brighten me and enlighten you I don't think you realize what you mean to me Not the slightest clue Cause me and you were like a crew I was like your sidekick You gon either wanna fight when I get off this fucking mic Or you gon hug me But I'm out of options, there's nothing else I can do cause... I'm about to lose my mind You've been gone for so long I'm running out of time. I need a doctor Call me a doctor I need a doctor, doctor To bring me back to life. It hurts when I see you struggle You come to me with ideas You say there pieces so I'm puzzled Cause the shit I hear is crazy But your either getting lazy or you don't believe in you no more Seems like your own opinions, not one you can form Cant make a decision, you keep questioning yourself Second guessing and it's almost like you're begging for my help Like I'm your leader Your supposed to fucking be my mentor I can endure no more I demand you remember who you are It was YOU, who believed in me When everyone was telling you don't sign me Everyone at the fucking label, lets tell the truth You risked your career for me I know it as well as you Nobody wanted to fuck with the white boy Dre, I'm crying in this booth You saved my life, now maybe its my turn to save yours But I can never repay you what you did for me is way more But I ain't giving up faith and you ain't giving up on me Get up Dre, I'm dying I need you, come back for fuck's sake... I'm about to lose my mind You've been gone for so long I'm running out of time. I need a doctor Call me a doctor I need a doctor, doctor To bring me back to life. Bring me back to life. Bring me back to life. It literally feels like a lifetime ago But I still remember the shit like it was just yesterday though You walked in, yellow jump suit Whole room, cracked jokes Once you got inside the booth, told you, like smoke Went through friends, some of them I put on But they just left, they said was riding to the death But where the fuck are they now Now that I need them I don't see none of 'em All I see is Slim Fuck all you fair-weather friends All I need is him Fucking backstabbers When the chips were down you just laughed at us Now you bout to feel the fucking wrath of aftermath, faggots You gon see us in our lab jackets and ask us where the fuck we been? You can kiss my indecisive ass crack maggots and the crackers ass Little cracker jack beat making wack math Backwards producers, I'm back bastards One more CD and then I'm packing up my bags and as I'm leaving I'll guarantee they scream 'Dre, don't leave us like that man' cause I'm about to lose my mind You've been gone for so long I'm running out of time. I need a doctor Call me a doctor I need a doctor, doctor To bring me back to life.;Eminem - Need A Doctor
248;http://www.metrolyrics.com/need-me-lyrics-eminem.html;"You're drunk, the coffee is burned I hate to find you like this I always find you like this I come home and clean up your mess What would you do without that Why do I always come back Oh What I wouldn't do for you And I'm starting to think that maybe you need me Maybe you need me Maybe you need me And I'm starting to think that maybe you need me Maybe you need me Maybe you need me Some nights I wanna run for the hills It's never easy with you I cannot reason with you But your smile as rare as it comes What would I do without that Maybe that's why I come back Oh What I wouldn't do for you And I'm starting to think that maybe you need me Maybe you need me Maybe you need me And I'm starting to think that maybe you need me Maybe you need me Maybe you need me Starting to think we were made for each other But one of us in this relationship is raising the other You remind me of mother We drive one another as crazy as each other And we're both adults so there's no excuse for the games we play with each other Where you at? At a friends? No you ain't, motherfucker But I give her the benefit of the doubt Whenever the doubt kicks in, shiver When I touch her, cause I love her so much, I'm a sucker How her bottom lip can quiver when she's in trouble, she's in hot water Think I caught her cheating again Give her another chance? Another one after that? I'm swimming in that Egyptian River cause I'm in denial Say I don't need shit, but I have a shit-eating grin when I smile Making an excuse for us to act it out She's just acting out, with her inner child Then I set the truth on fire Cause I'd rather believe a lie then breathe a sigh of relieve that I don't believe in Going to bed mad I keep on trying to make a bad girl good But have a nice goodbye, you in good times In bed, I'm starting to feel like you're god damn dead Cause I literally feel like you could die of a ""should I?"" Leave me for good? You never would Never understood why they call it goodbye But I think I'm a pretty damn good guy And I think you're a good person, too I can save you, I can make you change But I keep putting my fuckin foot in my mouth Every time I gotta come and bail you out of the trouble you get yourself in I miss trouble but I can't leave I'd never sell you out I'd never turn my back on you What the fuck is that? I'm co-dependant I'm just now noticing it But how every time I go to end it I don't have the cahoney's to do it Nor the heart, uh, department store You're using my heart for a dart board But God must've had a non-stop score cause somebody paired us up But people say he ain't capable of making a mistake But this one's perfect And I'm starting to think that maybe you need me Maybe you need me Maybe you need me And I'm starting to think that maybe you need me Maybe you need me Maybe you need me And I'm starting to think that maybe you need me Maybe you need me Maybe you need me And I'm starting to think that maybe you need me Maybe you need me Maybe you need me";Eminem - Need Me
249;http://www.metrolyrics.com/never-2-far-lyrics-eminem.html;Denaun what up man? What up dog? Ya alright? Chillen, cold as hell Yes it is, hey Bus didn't come here did it? No, hey look, you got fifteen cent? Nah, I got just enough to get on the bus, I'm broke We gotta go to the store right man quick cause I'm short Yeah, we gonna have enough time to go to the store? Nah, look. You should just, how much you got there? I only got 75, you know what i'm sayin I'm sure I got a dollar know what I mean. Just throw it in there they ain't gonna know You know what they look, I'm sick of taking this darn bus everywhere man You gotta make some moves or something I know look, I'm trying to get rich, I got a baby on the way, I don't even got a car, you know what I'm saying? I still stay with my mom, 21 and still with my mom Look hey, we gotta make some hit records or something, you know what I'm saying? Cause I'm tired of being broke Verse 1: Cause all I do is yearn a life without a concern And dream of having a turn to earn money to burn Mapping out my strategies to get rich huh My desire is like a scratch that needs to get itched huh Cause man I live in the D, this crap ain't given for free Nothing's different to me, so what, it's easy to see I'll be the prisoner to flee, all of this misery I'm not wishing to be another fish in the sea But just an MC, so listen to me, but if you disagree You missing the key, you ain't even in the brisk of the tea Unconditionally my aspects to cash checks My objects were never to swab decks It's up to you the decision is yours If what you vision is tours, or a mission less course When this shit is in the stores, cause you can be a star Chorus: No matter wherever you are, you're never too far From revenue huh, cause you can be king You can rule the world, you can do anything It's on you baby, cause you can be a star No matter wherever you are, you're never too far From revenue huh, cause you can be king You can rule the world, you can do anything It's on you baby, cause you can be a star No matter wherever you are, you're never too far From revenue huh You know what I'm saying, see what I'm talking about man? Cause that's it Yeah A million dollars ain't even that far away man Yo we got to get the money man, I can't be broke for the rest of my life Yeah I hear what your saying, look there's got to be something better, you know what I'm saying? I can't live like this for the rest of my life man, bumming rides everywhere I go Yeah, what's up with Lexus' and Land cruisers'? Verse 2: Yo I'm not about to chance it and dismiss handling business I'm canceling Christmas to gamble and risk this Financial interest is the matter at hand I got an adequate plan for stab at a grand I grab what I can and do what I must Pursue what I lust, it's true that I just choose The few that I trust, thems the people that I still got f*** with gangsta fill pot, get your grill shot The 5 Elemantz for life my man Thyme Proof, Kyu and Denaun, we move through into time My crews true and divine, we never fronted We just wanted to be funded, and live to be a hundred Instead of hunted or being wanted as fugitives It's all about a man planning what his future is What he can do for his to be a star Chorus: No matter wherever you are, you're never too far From revenue huh, cause you can be king You can rule the world, you can do anything It's on you baby, cause you can be a star No matter wherever you are, you're never too far From revenue huh, cause you can be king You can rule the world, you can do anything It's on you baby, cause you can be a star No matter wherever you are, you're never too far From revenue huh That's what I'm talking about, I'm not trying to be the player, I'm trying to be the man, I'm want to be President Yo forgot that President man I'm trying to be king, making dead presidents, you know what I'm saying? Yeah Getting money anytime I want owning my own businesses and all that, you know what I'm saying? Yeah, I'm trying to be a millionare man, hahaha, but don't all you know You only live once ninety six baby;Eminem - Never 2 Far
250;http://www.metrolyrics.com/never-enough-lyrics-eminem.html;Wanna pull an all nighter And get into something we'll never forget Wanna stay up and party The weekend away and not know when to quit Wanna drive in the night to the end of the end And go over the edge Wanna wake up with you And say baby let's do it all over again Lips so good I forget my name I swear I could give you everything I don't need my love You can take it, you can take it, take it I don't need my heart You can break it, you can break it, break it I just can't get too much of you, baby It's never, it's never enough, never enough It's never enough, never enough Come on Come on Wanna pull an all nighter And get into something we'll never forget Wanna stay up and party The weekend away and not know when to quit Wanna drive in the night to the end of the end And go over the edge Wanna wake up with you And say baby let's do it all over again Lips so good I forget my name I swear I could give you everything I don't need my love You can take it, you can take it, take it I don't need my heart You can break it, you can break it, break it I just can't get too much of you, baby It's never, it's never enough, never enough It's never enough, never enough Come on Come on Come on Come on Come on Too much is never enough Too much is never enough Too much is never enough Too much Too much is never enough Too much is never enough Too much is never enough Too much is never enough Never enough Never enough Never enough Never enough I don't need my love You can take it, you can take it, take it I don't need my heart You can break it, you can break it, break it I just can't get too much of you, baby It's never, it's never enough, never enough I don't need my love You can take it, you can take it, take it I don't need my heart You can break it, you can break it, break it I just can't get too much of you, baby It's never, it's never enough, never enough It's never enough, never enough Come on Come on Come on Come on;Eminem - Never Enough
